dstport,protocol,tag
8915,sctp,5IZ
13018,sctp,5N6
21225,sctp,GXX
64240,sctp,KAS
2802,sctp,WSG
19193,sctp,OUR
2813,sctp,322
47869,sctp,2P4
37636,sctp,KL0
2855,sctp,A5A
4905,sctp,SS6
29483,sctp,9RR
49966,sctp,SKL
13107,sctp,FAG
39744,sctp,FXK
58191,sctp,UXP
43872,sctp,70H
2920,sctp,8NF
37737,sctp,TRZ
58231,sctp,13W
23425,sctp,J4A
29590,sctp,RQ9
2985,sctp,ZDC
23472,sctp,1W4
62398,sctp,90D
41919,sctp,DDH
21442,sctp,LFF
967,sctp,A72
15308,sctp,B83
21471,sctp,AM5
9200,sctp,2LA
62451,sctp,NIT
9207,sctp,TDW
23545,sctp,B5G
15378,sctp,9X0
52275,sctp,5AB
52281,sctp,CQ7
35913,sctp,WR8
62546,sctp,T0Q
11347,sctp,IP3
37978,sctp,T3F
23646,sctp,H54
46186,sctp,WL8
23663,sctp,987
19573,sctp,HZO
19587,sctp,FAV
50307,sctp,UC2
13446,sctp,84T
48276,sctp,YER
52381,sctp,OW6
48294,sctp,NTG
31917,sctp,HBH
44215,sctp,7Z2
44218,sctp,OB5
3267,sctp,S2X
42185,sctp,4F8
46286,sctp,W73
23772,sctp,K0D
11490,sctp,G3R
54501,sctp,M5A
5350,sctp,SPE
64749,sctp,1UI
19699,sctp,GVI
3317,sctp,QOS
54518,sctp,XON
50422,sctp,767
27895,sctp,707
52474,sctp,EG8
50427,sctp,H9G
42261,sctp,4TS
11545,sctp,KJY
50462,sctp,V0Z
7461,sctp,LUL
9515,sctp,009
38192,sctp,PGK
58674,sctp,LEE
54588,sctp,Q4U
42304,sctp,JRK
32066,sctp,ZZB
42310,sctp,UAO
21842,sctp,APD
30035,sctp,8YH
32088,sctp,ARO
46440,sctp,LTO
7535,sctp,RXJ
23923,sctp,LH4
30071,sctp,LKL
40316,sctp,RGP
17797,sctp,L7N
40327,sctp,J2N
42393,sctp,0TC
54683,sctp,90Q
23969,sctp,VGG
52645,sctp,K5X
48550,sctp,S59
40358,sctp,SHT
28072,sctp,FUZ
56744,sctp,XTL
56745,sctp,7U0
60847,sctp,61E
58801,sctp,C88
7611,sctp,25Q
36287,sctp,6SL
44484,sctp,0AQ
7627,sctp,10E
40396,sctp,Q49
21977,sctp,7E8
44505,sctp,B1A
9700,sctp,25I
36329,sctp,4JR
34284,sctp,O9L
36347,sctp,EWL
7687,sctp,TXF
38409,sctp,G6U
62987,sctp,H05
58894,sctp,D5V
54804,sctp,0UK
30230,sctp,56V
58902,sctp,Q50
60981,sctp,GOW
26211,sctp,N0M
44644,sctp,8Q1
26217,sctp,1IU
3689,sctp,GMJ
13936,sctp,TE4
34416,sctp,5ZP
30340,sctp,QOL
46728,sctp,H11
1679,sctp,38I
42639,sctp,9Q4
22168,sctp,J5H
13981,sctp,OE0
59038,sctp,CI5
18079,sctp,6OJ
34494,sctp,8DU
63172,sctp,QLF
24268,sctp,I9E
46797,sctp,10C
14032,sctp,17P
36564,sctp,R6M
42711,sctp,SEF
5868,sctp,QKK
5883,sctp,GYF
12037,sctp,FFF
40710,sctp,8MY
65288,sctp,0MU
34587,sctp,ZXH
12063,sctp,948
65316,sctp,FR0
48950,sctp,S4B
26422,sctp,SGX
34626,sctp,LOM
3907,sctp,OJ3
18246,sctp,12E
32584,sctp,376
24394,sctp,ZHV
46924,sctp,MVB
42837,sctp,B2B
20311,sctp,U7W
38745,sctp,T55
55132,sctp,QDA
55138,sctp,8BF
28522,sctp,WF2
36721,sctp,JWM
3958,sctp,C4G
61303,sctp,1D0
14201,sctp,POJ
36736,sctp,8RD
26502,sctp,ECD
34706,sctp,YM8
55187,sctp,2YN
30618,sctp,X3Z
6057,sctp,Z88
24495,sctp,6C2
24496,sctp,JLQ
16304,sctp,BMT
12211,sctp,JQ0
22464,sctp,PCN
53185,sctp,RH0
24518,sctp,7X8
38855,sctp,544
20443,sctp,UYR
16349,sctp,1ES
42974,sctp,ABS
20453,sctp,SI0
6124,sctp,UJA
36857,sctp,9TI
30726,raw,NGN
55305,raw,TVO
30732,raw,WSL
49185,raw,M3K
55329,raw,WO9
4139,raw,GM1
52,raw,TTG
61503,raw,VRK
8263,raw,5TX
12360,raw,NXQ
20553,raw,P1Z
20554,raw,FPV
41038,raw,HSJ
63581,raw,PMO
51298,raw,SJQ
51301,raw,MJY
61542,raw,G6M
34925,raw,IJF
34932,raw,MSB
28788,raw,G3I
8311,raw,GUS
51321,raw,1O8
16510,raw,S0M
12416,raw,X31
61569,raw,VZT
39046,raw,1IL
6278,raw,PI7
47239,raw,Y22
22664,raw,PJZ
45204,raw,SS0
20630,raw,3NW
10392,raw,PV8
34973,raw,MSK
55456,raw,GPL
59561,raw,ZWD
8365,raw,F2K
26801,raw,ZIN
59577,raw,FX2
24762,raw,YEM
45244,raw,FP3
4292,raw,I8V
47302,raw,N6U
4296,raw,4B6
32973,raw,X2P
61648,raw,BLK
14544,raw,W97
4309,raw,XI7
35060,raw,E52
63733,raw,JEY
51453,raw,RUD
26880,raw,ZVV
47362,raw,8OS
10503,raw,ANK
6409,raw,5KL
35086,raw,FXW
55567,raw,7K4
16656,raw,7PE
12562,raw,7C9
16659,raw,U68
18728,raw,AG5
31018,raw,J1M
28979,raw,48B
53559,raw,AXA
45369,raw,JA1
316,raw,V1Y
43325,raw,DQX
18750,raw,4VP
10557,raw,82M
4417,raw,K44
8517,raw,55Y
59718,raw,0H6
41288,raw,FB3
336,raw,B7C
39255,raw,RV1
61785,raw,9LR
43355,raw,MAP
53595,raw,87J
55648,raw,4EM
12641,raw,ZJ9
14693,raw,22F
22889,raw,Y9U
57710,raw,66H
35184,raw,SW5
20852,raw,LJE
2425,raw,FK6
35195,raw,7CP
61837,raw,9IE
2450,raw,9HX
12691,raw,ZS4
27026,raw,9II
35226,raw,13R
37277,raw,2TU
57764,raw,JM5
37285,raw,DCN
6565,raw,1NJ
16816,raw,QSF
53682,raw,F5K
59828,raw,DY4
57789,raw,4EH
53702,raw,QXM
47570,raw,ZSO
6612,raw,TAC
45532,raw,MNG
477,raw,UFS
33251,raw,69I
53731,raw,KRC
49641,raw,A2X
37354,raw,516
37355,raw,Q8Y
53748,raw,DCG
41465,raw,51V
29177,raw,CNQ
61947,raw,VAZ
63996,raw,XBW
23054,raw,Q0Y
2579,raw,EJ0
10784,raw,TW2
4663,raw,V0S
12860,raw,43L
51776,raw,VHO
31296,raw,7C3
19012,raw,XVK
39515,raw,K7K
33379,raw,PWG
21093,raw,HEM
8805,raw,BYT
618,raw,F1L
25199,raw,GND
10867,raw,30N
33395,raw,89X
45688,raw,B9C
12927,raw,7WZ
57983,raw,XAY
21122,raw,JHB
646,raw,QJ2
12936,raw,PHO
6796,raw,WCY
8845,raw,19G
43661,raw,VR1
43673,raw,RBT
6815,raw,JGR
27295,raw,LDL
33445,raw,E23
21166,raw,B5G
27311,raw,FQL
17106,raw,BHI
8915,raw,Y0E
13018,raw,GHZ
21225,raw,C87
64240,raw,3CK
2802,raw,6NH
19193,raw,DFU
2813,raw,G2J
47869,raw,GVD
37636,raw,U78
2855,raw,5IO
4905,raw,HCH
29483,raw,0EE
49966,raw,WA3
13107,raw,J3Q
39744,raw,XWQ
58191,raw,8U5
43872,raw,M9P
2920,raw,5IH
37737,raw,714
58231,raw,3SF
23425,raw,7Y8
29590,raw,ON6
2985,raw,C61
23472,raw,V44
62398,raw,9GB
41919,raw,HOE
21442,raw,DOI
967,raw,8EB
15308,raw,504
21471,raw,WAC
9200,raw,33B
62451,raw,0HO
9207,raw,AFM
23545,raw,D8U
15378,raw,DPS
52275,raw,NUH
52281,raw,5YG
35913,raw,BQA
62546,raw,PF6
11347,raw,96B
37978,raw,OJ5
23646,raw,FEU
46186,raw,Q4B
23663,raw,34C
19573,raw,CUD
19587,raw,G8U
50307,raw,J20
13446,raw,VWV
48276,raw,G30
52381,raw,IGQ
48294,raw,7G5
31917,raw,VQB
44215,raw,0RP
44218,raw,B2U
3267,raw,ZLB
42185,raw,UKS
46286,raw,L11
23772,raw,FVI
11490,raw,NKN
54501,raw,0LB
5350,raw,J2E
64749,raw,FZ8
19699,raw,R42
3317,raw,8D7
54518,raw,J0Q
50422,raw,2OP
27895,raw,L2N
52474,raw,2T7
50427,raw,SXG
42261,raw,89Z
11545,raw,DT6
50462,raw,LE5
7461,raw,UYT
9515,raw,A14
38192,raw,W0I
58674,raw,A87
54588,raw,ZCM
42304,raw,50F
32066,raw,7SZ
42310,raw,C27
21842,raw,2CX
30035,raw,7IS
32088,raw,GO3
46440,raw,UL2
7535,raw,2MP
23923,raw,ANR
30071,raw,MSA
40316,raw,QJT
17797,raw,HOU
40327,raw,6AN
42393,raw,ZZK
54683,raw,CV3
23969,raw,YJG
52645,raw,L2F
48550,raw,3AT
40358,raw,B4X
28072,raw,NCT
56744,raw,6Z9
56745,raw,M9T
60847,raw,4KA
58801,raw,Q56
7611,raw,YOP
36287,raw,5QS
44484,raw,PHZ
7627,raw,JFW
40396,raw,7CD
21977,raw,RTY
44505,raw,CMI
9700,raw,W4B
36329,raw,U3W
34284,raw,DHD
36347,raw,GO0
7687,raw,D1N
38409,raw,Q7I
62987,raw,PTP
58894,raw,OQI
54804,raw,BNF
30230,raw,MI3
58902,raw,N7J
60981,raw,SEO
26211,raw,NYH
44644,raw,94H
26217,raw,J4W
3689,raw,DCB
13936,raw,P02
34416,raw,TJG
30340,raw,TAR
46728,raw,8OW
1679,raw,T2V
42639,raw,IIT
22168,raw,NRS
13981,raw,32S
59038,raw,3LV
18079,raw,2IQ
34494,raw,INA
63172,raw,NIJ
24268,raw,R0A
46797,raw,8HD
14032,raw,V59
36564,raw,F61
42711,raw,VY6
5868,raw,C07
5883,raw,Q9G
12037,raw,IFD
40710,raw,HZA
65288,raw,7EM
34587,raw,31N
12063,raw,NUN
65316,raw,OSH
48950,raw,H2G
26422,raw,K4F
34626,raw,OOH
3907,raw,IIL
18246,raw,38S
32584,raw,YX5
24394,raw,8Q3
46924,raw,1FE
42837,raw,A45
20311,raw,KHK
38745,raw,M3P
55132,raw,LY8
55138,raw,NBQ
28522,raw,LTO
36721,raw,C7R
3958,raw,XHF
61303,raw,JQ3
14201,raw,19G
36736,raw,ZK8
26502,raw,MNR
34706,raw,UZ2
55187,raw,LA2
30618,raw,QXG
6057,raw,J5W
24495,raw,CE8
24496,raw,GC4
16304,raw,9DL
12211,raw,0A3
22464,raw,PYM
53185,raw,Z1I
24518,raw,M7E
38855,raw,H87
20443,raw,DU2
16349,raw,ZEY
42974,raw,TMB
20453,raw,62Y
6124,raw,X56
36857,raw,LYS
30726,max,QGT
55305,max,EMR
30732,max,EFE
49185,max,U08
55329,max,1QW
4139,max,EQ4
52,max,8NH
61503,max,ID1
8263,max,793
12360,max,O2V
20553,max,I9V
20554,max,CRX
41038,max,34K
63581,max,LGD
51298,max,HF8
51301,max,MUT
61542,max,78V
34925,max,KSV
34932,max,VL8
28788,max,4AY
8311,max,85J
51321,max,F7L
16510,max,EMI
12416,max,5X2
61569,max,J2Q
39046,max,VU6
6278,max,YKB
47239,max,7AS
22664,max,MEG
45204,max,OMI
20630,max,MDC
10392,max,T4G
34973,max,EL0
55456,max,C59
59561,max,MX7
8365,max,5OT
26801,max,A4C
59577,max,YGS
24762,max,F3A
45244,max,NK6
4292,max,QBN
47302,max,8X5
4296,max,FVD
32973,max,RW5
61648,max,WPO
14544,max,KV5
4309,max,SIE
35060,max,QYP
63733,max,FP5
51453,max,O9B
26880,max,ERY
47362,max,34G
10503,max,3FV
6409,max,85V
35086,max,49I
55567,max,WEA
16656,max,UEX
12562,max,OGJ
16659,max,5NW
18728,max,74B
31018,max,KSI
28979,max,8MA
53559,max,ZX4
45369,max,XNP
316,max,0BI
43325,max,EB4
18750,max,HGG
10557,max,61Z
4417,max,HRB
8517,max,W1Z
59718,max,C6J
41288,max,L19
336,max,ZET
39255,max,0TI
61785,max,ZAF
43355,max,S85
53595,max,I51
55648,max,RH4
12641,max,ZHJ
14693,max,25F
22889,max,5W5
57710,max,9MX
35184,max,PB0
20852,max,Z6M
2425,max,CES
35195,max,C8T
61837,max,6D8
2450,max,2Y5
12691,max,XIA
27026,max,E1D
35226,max,DHG
37277,max,42G
57764,max,11P
37285,max,269
6565,max,63O
16816,max,03A
53682,max,6ZN
59828,max,0IY
57789,max,CD9
53702,max,4W7
47570,max,NAS
6612,max,2NJ
45532,max,O0K
477,max,SCR
33251,max,S9L
53731,max,UT8
49641,max,F45
37354,max,W7Y
37355,max,5KP
53748,max,BGM
41465,max,MKJ
29177,max,K1A
61947,max,99Y
63996,max,16G
23054,max,QER
2579,max,TGG
10784,max,RYB
4663,max,ODG
12860,max,D3M
51776,max,L3A
31296,max,CL5
19012,max,VGV
39515,max,237
33379,max,6G5
21093,max,JM3
8805,max,E0F
618,max,RPA
25199,max,PLE
10867,max,V6F
33395,max,PUP
45688,max,AFB
12927,max,9DH
57983,max,0P1
21122,max,C0M
646,max,1DI
12936,max,CFT
6796,max,DRD
8845,max,6M8
43661,max,EN5
43673,max,T8F
6815,max,TRW
27295,max,SL4
33445,max,CMT
21166,max,X4H
27311,max,2TO
17106,max,U40
8915,max,1O9
13018,max,NIQ
21225,max,7P6
64240,max,TSE
2802,max,DX6
19193,max,F6C
2813,max,XYO
47869,max,YQY
37636,max,FGU
2855,max,2MP
4905,max,ZR8
29483,max,T25
49966,max,X2Y
13107,max,W5X
39744,max,LHT
58191,max,35K
43872,max,T0G
2920,max,4DH
37737,max,F3Z
58231,max,XJ9
23425,max,I0Z
29590,max,MGX
2985,max,ED9
23472,max,3I9
62398,max,WIG
41919,max,8AH
21442,max,9HX
967,max,YC5
15308,max,ZOL
21471,max,5PX
9200,max,IA6
62451,max,A8H
9207,max,G7U
23545,max,0B9
15378,max,GB5
52275,max,MOD
52281,max,CW9
35913,max,ZX8
62546,max,AN4
11347,max,NTW
37978,max,DCA
23646,max,FWS
46186,max,6Q3
23663,max,WU9
19573,max,GTD
19587,max,QJ0
50307,max,DQC
13446,max,W70
48276,max,NZH
52381,max,EE6
48294,max,Q6V
31917,max,N9R
44215,max,36S
44218,max,60Y
3267,max,7QH
42185,max,2P1
46286,max,NBW
23772,max,MZU
11490,max,383
54501,max,J3Y
5350,max,OGW
64749,max,KHM
19699,max,GOI
3317,max,8ZA
54518,max,GN9
50422,max,3LH
27895,max,X5G
52474,max,KVA
50427,max,9FO
42261,max,MIF
11545,max,XJ9
50462,max,YFU
7461,max,UNS
9515,max,MK2
38192,max,2CH
58674,max,O6D
54588,max,XCH
42304,max,94Q
32066,max,7MS
42310,max,EWK
21842,max,5G3
30035,max,YW1
32088,max,B4F
46440,max,KXP
7535,max,J8F
23923,max,9AH
30071,max,80H
40316,max,3Z5
17797,max,NIR
40327,max,BT8
42393,max,CQQ
54683,max,C0M
23969,max,RKN
52645,max,Z5B
48550,max,T6A
40358,max,FZD
28072,max,U16
56744,max,U5I
56745,max,N3I
60847,max,UO1
58801,max,XSI
7611,max,3QE
36287,max,OCB
44484,max,DOY
7627,max,XRX
40396,max,39H
21977,max,KBZ
44505,max,YUH
9700,max,BRQ
36329,max,DP6
34284,max,RHR
36347,max,HEA
7687,max,FP7
38409,max,4AL
62987,max,GCF
58894,max,CWU
54804,max,Q4A
30230,max,MNK
58902,max,74K
60981,max,L7P
26211,max,51C
44644,max,BQ1
26217,max,56W
3689,max,H9R
13936,max,QZM
34416,max,KNL
30340,max,KXY
46728,max,L9M
1679,max,N99
42639,max,938
22168,max,HMU
13981,max,93W
59038,max,0GX
18079,max,Q50
34494,max,MQ6
63172,max,K13
24268,max,10X
46797,max,9DB
14032,max,I6T
36564,max,NFS
42711,max,MW5
5868,max,6Y3
5883,max,U8B
12037,max,C17
40710,max,JCB
65288,max,YV8
34587,max,73W
12063,max,E1C
65316,max,QFA
48950,max,EWS
26422,max,KZI
34626,max,C8X
3907,max,ZE3
18246,max,KXR
32584,max,23G
24394,max,CFB
46924,max,KV2
42837,max,F1R
20311,max,Y3G
38745,max,FQR
55132,max,9W0
55138,max,CBR
28522,max,9SZ
36721,max,VOG
3958,max,1X9
61303,max,Y18
14201,max,NAI
36736,max,VFM
26502,max,1CR
34706,max,SEE
55187,max,HKC
30618,max,VRB
6057,max,BVX
24495,max,N3J
24496,max,O4T
16304,max,460
12211,max,3SA
22464,max,E2D
53185,max,FE6
24518,max,MEX
38855,max,O0U
20443,max,G0Y
16349,max,6KW
42974,max,4XR
20453,max,QKK
6124,max,UAD
36857,max,RCR
